title,category,date,download_url,download_title
Letter from the Board to Governor Ricardo Rosselló Regarding the Extension of PROMESA Stay,Document,2017-02-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58a370a363993.pdf,Letter from the Board to Governor Ricardo Rosselló Regarding the Extension of PROMESA Stay.pdf
Request for Proposals for a Pensions and Retirement Consultant,Document,2017-02-10 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/589e46d7a30aa.pdf,Request for Proposals for a Pensions and Retirement Consultant.pdf
General Release Regarding the Request for Proposals for a Pensions and Retirement Consultant,General Release,2017-02-10 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/589e461bc6a60.pdf,General Release Regarding the Request for Proposals for a Pensions and Retirement Consultant.pdf
Letter from the Board to Economist Gustavo Vélez Regarding the Puerto Rico Legislative Assembly,Document,2017-02-07 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/589a34814e21d.pdf,Letter from the Board to Economist Gustavo Vélez Regarding the Puerto Rico Legislative Assembly.pdf
Letter from the Board to Elías Sánchez Regarding the Application of Section 204 of PROMESA,Document,2017-02-07 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/589a343081e6a.pdf,Letter from the Board to Elías Sánchez Regarding the Application of Section 204 of PROMESA.pdf
General Public Release Regarding the Request for Proposals for the Selection of the Accounting Firm,General Release,2017-02-03 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5894baed390cc.pdf,General Public Release Regarding the Request for Proposals for the Selection of the Accounting Firm.pdf
Request for Proposals for the Selection of an Accounting Firm,Document,2017-02-03 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5894afe0386b6.pdf,Request for Proposals for the Selection of an Accounting Firm.pdf
General Release Regarding the Board's Fourth Meeting,General Release,2017-01-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/588ce77e0d748.pdf,General Release Regarding the Board's Fourth Meeting.pdf
Presentation Regarding Fiscal Plan Comparison to Historical Results,Document,2017-01-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/588cda9a25693.pdf,Presentation Regarding Fiscal Plan Comparison to Historical Results.pdf
Presentation Regarding Government Liquidity,Document,2017-01-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/588cda5d9cc56.pdf,Presentation Regarding Government Liquidity.pdf
Puerto Rico Fiscal Update by Puerto Rico FAFAA,Document,2017-01-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/588cd95258d89.pdf,Puerto Rico Fiscal Update by Puerto Rico FAFAA.pdf
"Presentation of Fiscal Plan Targets of January 18, 2017",Document,2017-01-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/588cd7c0e0274.pdf,"Presentation of Fiscal Plan Targets of January 18, 2017.pdf"
Instructions and Registration Form to Attend the Board's Fourth Meeting,Document,2017-01-24 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5887da190f801.pdf,Instructions and Registration Form to Attend the Board's Fourth Meeting.pdf
General Release Regarding the Board's Fourth Public Meeting,General Release,2017-01-24 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5887cb6b08346.pdf,General Release Regarding the Board's Fourth Public Meeting.pdf
Letter from the Governor's Representative in Response to the Conditions for the Fiscal Plan,Document,2017-01-23 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5885ef8d1f0e7.pdf,Letter from the Governor's Representative in Response to the Conditions for the Fiscal Plan.pdf
Letter Sent to the Board by Governor Ricardo Rosselló,Document,2017-01-21 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5883958c2a5b7.pdf,Letter Sent to the Board by Governor Ricardo Rosselló.pdf
Authorized Statement Related to the Letter Sent by Governor Rosselló,General Release,2017-01-21 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/588394f3b8d4b.pdf,Authorized Statement Related to the Letter Sent by Governor Rosselló.pdf
"Letter and Attachments for the Governor of Puerto Rico, Ricardo Rosselló",Document,2017-01-18 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/587fea840f998.pdf,"Letter and Attachments for the Governor of Puerto Rico, Ricardo Rosselló.pdf"
General Release regarding Letter Sent to Governor Ricardo Rosselló,General Release,2017-01-18 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/587fe693e306e.pdf,General Release regarding Letter Sent to Governor Ricardo Rosselló.pdf
Update Regarding Request for Proposals for the Financial Advisor,Document,2017-01-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58767d5ceffc8.docx,Update Regarding Request for Proposals for the Financial Advisor.docx
General Release with Update on the Selection of the Financial Advisor,General Release,2016-12-26 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/586146639706a.pdf,General Release with Update on the Selection of the Financial Advisor.pdf
Revised Baseline Projections Presentation,Document,2016-12-21 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/585abe8c9fc10.pdf,Revised Baseline Projections Presentation.pdf
Letter to Governor and Governor Elect regarding Revisions to Baseline Projections of the Fiscal Plan,Document,2016-12-20 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58598734087c1.pdf,Letter to Governor and Governor Elect regarding Revisions to Baseline Projections of the Fiscal Plan.pdf
General Public Release regarding Revisions to Baseline Projections of Fiscal Plan,General Release,2016-12-20 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/58595509cff01.pdf,General Public Release regarding Revisions to Baseline Projections of Fiscal Plan.pdf
General Release regarding Publication of Public Comments to Fiscal Plan,General Release,2016-12-08 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5849b89f0b032.pdf,General Release regarding Publication of Public Comments to Fiscal Plan.pdf
Public Comments to Government of PR Fiscal and Economic Growth Plan - Category Trade Associations or Organizations,Document,2016-12-08 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5849b5044a898.pdf,Public Comments to Government of PR Fiscal and Economic Growth Plan - Category Trade Associations or Organizations.pdf
Log of Public Comments to Government of PR Fiscal and Economic Growth Plan,Document,2016-12-08 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5849b4ee7abe2.pdf,Log of Public Comments to Government of PR Fiscal and Economic Growth Plan.pdf
Public Comments to Government of PR Fiscal and Economic Growth Plan - Category Others,Document,2016-12-08 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5849b4eb7d711.pdf,Public Comments to Government of PR Fiscal and Economic Growth Plan - Category Others.pdf
Public Comments to Government of PR Fiscal and Economic Growth Plan - Category Residents,Document,2016-12-08 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5849b4e91e8c8.pdf,Public Comments to Government of PR Fiscal and Economic Growth Plan - Category Residents.pdf
Public Comments to Government of PR Fiscal and Economic Growth Plan - Category Creditors,Document,2016-12-08 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5849b4d65d0c2.pdf,Public Comments to Government of PR Fiscal and Economic Growth Plan - Category Creditors.pdf
Public Comments to Government of PR Fiscal and Economic Growth Plan - Category Government of PR Employees,Document,2016-12-08 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5849b4d1d5dba.pdf,Public Comments to Government of PR Fiscal and Economic Growth Plan - Category Government of PR Employees.pdf
General Public Release regarding Request for Proposals for Financial Advisor,General Release,2016-12-05 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/584595e7c9332.pdf,FOMBPR__Release_RFP_FinancialAdvisor_12-04-16.pdf
Request for Proposal for Financial Advisor,Document,2016-12-04 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58458a6838c56.pdf,Final Financial Advisor RFP.pdf
"Letter from Gov. Alejandro Garcia Padilla in response to letter sent by the FOMBPR on Nov 23, 2016",Document,2016-11-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/583f297900639.pdf,2016-11-29  Jose B Carrion - Contestacion a carta de 23 nov 2016.pdf
Letter from the Secretary of the US Treasury to the FOMBPR regarding the Government's Fiscal Plan,Document,2016-11-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/583efe72c1ce4.pdf,Carrion PROMESA Board 20161116 Letter.pdf
Letter from the Chair of the Oversight Board to the Governor of Puerto Rico ,Document,2016-11-28 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/583c7b9086b20.pdf,Board Letter to Govenor of PR  Nov 23 2016 - DISTRIBUTION.pdf
Selection of Legal Counsel and Strategic Consultant ,General Release,2016-11-27 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/583c7b5797f1e.pdf,FOMBPR_SelectionOfFirms_11-27-16.pdf
Deadline to Submit Comments to the Government of PR's Fiscal Plan,General Release,2016-11-23 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5835dc8ba545e.pdf,FOMBPR.PublicRelease.InvitetoComment.Extension.pdf
PRASA Presentation to Oversight Board during 3rd Board Meeting,Document,2016-11-18 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/582f64cc42d2c.pdf,20161118 PRASAs Presentation to PROMESA.pdf
"General Public Release issued on Nov. 18, 2016 following the Board's Third Public Meeting",General Release,2016-11-18 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/582f55851a7b7.pdf,FINAL.FOMBPR_ThirdMeetingPR_11-18-16 (ENG).pdf
Presentation by Conway MacKenzie regarding the Current Liquidity Situation of the Government of Puerto Rico and its Implications,Document,2016-11-18 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/582f552275104.pdf,TSA Liquidity_PUBLIC_v4.pdf
"Initial covered entities subject to oversight under the Puerto Rico Oversight, Management and Economic Stability",Document,2016-11-18 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/58345e7a9bd5a.pdf,PDF - Covered Entities List Sep 30 2016 Rev FINAL.pdf
Oversight Board Confirms Public Testimony Panel For Its Third Meeting,General Release,2016-11-17 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/582e27e50c422.pdf,FOMB Confirms Public Testimony Panel (17.XI.16).pdf
"Agenda for November 18, 2016 Meeting",Agenda,2016-11-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/48/582a0ebc6236c.pdf,Agenda18.Nov.2016 Meeting - DISTRIBUTION.pdf
"General Public Release issued on Nov. 14, 2016 About Third Public Meeting",General Release,2016-11-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/582a0c3c4628b.pdf,FOMB Confirms 3rd Meeting press release (14.XI.16).pdf
General Public Release about Invitation to Comment on the Fiscal Plan,General Release,2016-11-10 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/5824dbae7d50a.pdf,FOMBPR_GeneralReleasePublicComments(ENG)_11-10-16.pdf
"Invitation to Comment on the Government of Puerto Rico Fiscal Plan Presented on October 14, 2016",Document,2016-11-10 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5824d1640f292.pdf,Fiscal_Plan_Comment_Form_11_9_2016.pdf
Letter from Governor of PR about Revitalization Coordinator,Document,2016-11-09 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/5824b0223525f.pdf,2016-11-09 Aaron C  Bielenberg-Designation as Revitalization Coordinator (002).pdf
Update On Rfp Process For Strategic Consultant And Outside Legal Counsel,General Release,2016-11-02 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/581f98df1a707.pdf,RFP_Press_Release_11_2_2016.pdf
Letter from the Governor about Revitalization Coordinator Nominations,Document,2016-10-31 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/581f999e39d7e.pdf,Letter from Govenor 2016-10-31.pdf
CV Candidate 1,Document,2016-10-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/581f999401369.pdf,CV Candidate 1.pdf
CV Candidate 2,Document,2016-10-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/581f9994d3978.pdf,CV Candidate 2.pdf
CV Candidate 3,Document,2016-10-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/581f99983d7e1.pdf,CV Candidate 3.pdf
Letter to the Governor with Nominations for Revitalization Coordinator,Document,2016-10-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/581f999aa4fe3.pdf,Letter to Gov - RC Nominees 2016.10.30 (Final) DISTRIBUTION.pdf
List of Initial Covered Entities under the Law (approved),Document,2016-10-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/581f999df2cfe.pdf,List of Initial Covered Entities under the Law (approved).pdf
General Public Release about Nominations for Revitalization Coordinator,General Release,2016-10-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/581f98d1c18eb.pdf,Public Release - Board submits candidates for RC to Govenor 2016.10.20 - DISTRIBUTION.pdf
Outside Legal Counsel RFP Clarifications & Guidelines Oct 24,RFP,2016-10-26 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/51/581f99bef354e.pdf,OUTSIDE LEGAL COUNSEL - RFPs Clarifications LEGAL COUNSEL 2016.10.24 - DISTRIBUTION.pdf
Strategic Consultant RFP Clarifications & Guidelines Oct 24,RFP,2016-10-24 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/51/581f99c5500e1.pdf,STRATEGIC CONSULTANT - RFPs Clarifications ENGLISH 2016.10.24 - DISTRIBUTION.pdf
General Public Release about clarifications to Request for Proposals,General Release,2016-10-24 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/581f98cd5e6f4.pdf,PR OVERSIGHT BOARD General Release RFPs Clarifications 2016.10.24 (ENG).pdf
Request for Proposal for Outside Legal Counsel,RFP,2016-10-20 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/51/581f99c094aac.pdf,Request for Proposal for Outside Legal Counsel.pdf
Request for Proposal Strategic Consultant,RFP,2016-10-20 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/51/581f99c3c77dd.pdf,Request for Proposal Strategic Consultant.pdf
General Public Release about Request for Proposals,General Release,2016-10-20 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/581f98c499d65.pdf,General Public Release about Request for Proposals.pdf
Appendix to Governor of PR FEGP 14.Oct.2016,Fiscal Plan,2016-10-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/52/5820fff285ebf.pdf,Appendix to Governor of PR FEGP 14.Oct.2016.pdf
Governor of PR Fiscal and Economic Growth Plan (FEGP) 14.Oct.2016,Fiscal Plan,2016-10-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/52/58210006a3536.pdf,Governor of PR Fiscal and Economic Growth Plan (FEGP) 14.Oct.2016.pdf
"Minutes of Sep 30, 2016 Meeting (approved)",Document,2016-10-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/581f99a1bb9e8.pdf,"Minutes of Sep 30, 2016 Meeting (approved).pdf"
"Agenda for October 14, 2016 Meeting",Agenda,2016-10-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/48/581f997e7ebd0.pdf,"Agenda for October 14, 2016 Meeting.pdf"
Board Bylaws (approved and amended),Document,2016-10-14 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/581f999079944.pdf,Board Bylaws (approved and amended).pdf
"General Release issued on Oct.11TH, 2016 About Second Public Meeting",General Release,2016-10-11 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/581f98c4c1cc7.pdf,"General Release issued on Oct.11TH, 2016 About Second Public Meeting.pdf"
"Agenda for September 30, 2016 Meeting",Agenda,2016-09-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/48/581f9976763be.pdf,"Agenda for September 30, 2016 Meeting.pdf"
Board Bylaws (approved),Document,2016-09-30 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/50/581f99913710b.pdf,Board Bylaws (approved).pdf
"General Release issued on Sep. 29th, 2016 with Details about First Public Meeting",General Release,2016-09-29 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/581f98c83722e.pdf,"General Release issued on Sep. 29th, 2016 with Details about First Public Meeting.pdf"
"General Release issued on Sep. 23th, 2016 about First Public Meeting",General Release,2016-09-23 00:00:00,https://juntasupervision.pr.gov/wp-content/uploads/wpfd/49/581f98cab0c55.pdf,"General Release issued on Sep. 23th, 2016 about First Public Meeting.pdf"
